Row_ID,Sex,SatisfiedofSpaceAllocated,SatisfiedofHygieneAndSanitation,"Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?",How satisfied are you with the quality of healthcare you and your family are receiving in the camp?,How satisfied are you with the level of psychological support you and your family are receiving in the camp?,How satisfied are you with the level of social support you and your family receive from neighbours and friends?,Do you think you are able to exercise your religion freely in the camp?,"How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?",Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?,Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?,Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?,How satisfied are you with the quality of education you and your family are receiving in the camp?,How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?,How satisfied are you with the income your family makes in the camp?,How satisfied are you with the overall help you and your family have been receiving from NGOs?,How do you mostly hear about the news?,Who do you consider the most important person in your camp?,"Other than family, who do you go to when you have a problem?",Do you have enough good friends in the camp?,Do you consider any Bangladeshis as your friends?,Do you believe Rohingya and Bangladeshis can be good friends?,Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?,Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?,How much do you trust the police/military/guards of camps in Bangladesh?,How much do you trust the NGOs in the camp?,How much do you trust the Majhis?,How much do you trust the Imam (religious leader)?,How often do you talk with Rohingya people outside Bangladesh and Myanmar?,In what countries are they now?,How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?,Do you often feel stressed or overwhelmed by your situation?,Do you prefer talking about your problems with others or trying to forget what you are going through?,Do you prefer solving your problems alone or by asking others for their help?,Does talking about your every day problems with others make you feel better?,How comfortable do you feel talking about your problems with NGO workers?,Do you think the situation in the camp is better now or 6 months ago?,Do you smoke cigarettes?,How many cigarettes a day on average?,Did you also smoke before coming to Bangladesh?,Do you chew betel nuts?,How many betel nuts a day on average?,Did you also chew before coming to Bangladesh?,Do you think that there are Rohingya in the camp who use medicine or drink syrup often without needing it?,Have you  ever seen any Rohingya in the camp use medicine or syrup often without needing it?,Do you think that there are Rohingya in the camp who use illegal substances (like alcohol or drugs)?,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Do you think that there are Rohingya in the camp who are involved in illegal activities (like selling/transporting drinks or yaba)?,How often do you hear people talking about violent groups in the camp?,How do you think violence in the camp has changed over time?,Do you think that sexual harassment in the camp happens often?,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,"If the Myanmar government recognizes the rights of Rohingya in the next two years, will you return to Myanmar?",Do you think that repatriation to Myanmar will happen in the next two years?,Do you personally know any Rohingya who left Bangladesh in the last six months?,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?,EnoughHealthcareFacilities
11604,Male,Unsatisfied,Satisfied,,Unsatisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,N/A,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Unsatisfied,Friends and neighbours,Block Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Quite a bit of trust,Quite a bit of trust,Neither trust nor distrust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,No,,Yes,FALSE,No,Never,Decreased,No,,I don't have children - does not apply,FALSE,,Not at all,N/A,,FALSE,TRUE,FALSE,No,,FALSE,scared,Can't imagine/I am not sure where I will be,Australia,"Australia, Canada, Saudi Arabia",positive,FALSE
11605,Male,Unsatisfied,Unsatisfied,,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,N/A,Unsatisfied,Neither satisfied nor unsatisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Block Majhi,FALSE,TRUE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,No trust at all,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,FALSE,,,No,,No,,N/A,Never,Decreased,No,,Very afraid,FALSE,,Not at all,N/A,,FALSE,TRUE,FALSE,No,,FALSE,scared,Can't imagine/I am not sure where I will be,"Australia, Switzerland","Australia, USA",neither positive nor negative,TRUE
11612,Male,Unsatisfied,Very satisfied,,Very unsatisfied,Unsatisfied,Unsatisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,No trust at all,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,6,Yes,N/A,,N/A,,N/A,Never,Decreased,No,,Very afraid,TRUE,TRUE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,not scared,Can't imagine/I am not sure where I will be,"Canada, USA","Australia, Saudi Arabia, USA",negative,FALSE
11613,Male,Unsatisfied,Satisfied,,Very unsatisfied,Unsatisfied,Unsatisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,No trust at all,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,20,TRUE,TRUE,10,Yes,N/A,,N/A,,N/A,Never,Decreased,No,,Very afraid,FALSE,,Not at all,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,Can't imagine/I am not sure where I will be,"Saudi Arabia, USA","Malaysia, Saudi Arabia, USA",positive,TRUE
11617,Female,Unsatisfied,Satisfied,,Very unsatisfied,Satisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Unsatisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,TRUE,FALSE,,Quite a bit of trust,Little trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I solve my problems myself,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,Yes,N/A,,N/A,,No,A few times a month,Decreased a lot,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,FALSE,TRUE,TRUE,No,,TRUE,scared,Can't imagine/I am not sure where I will be,Malaysia,UK,very positive,TRUE
11623,Female,Very unsatisfied,Satisfied,,Very unsatisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,Yes,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,CIC,Head Majhi,TRUE,FALSE,FALSE,FALSE,,Little trust,Quite a bit of trust,Quite a bit of trust,A lot of trust,Three times a month,,N/A,FALSE,trying to forget,I solve my problems myself,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,N/A,,N/A,,No,Never,Decreased a lot,Yes,In the streets,Afraid,FALSE,,Somewhat,Yes,No,TRUE,FALSE,TRUE,Yes,Malaysia,FALSE,scared,Myanmar/Motherland,Canada,Canada,very positive,TRUE
11624,Female,Unsatisfied,Unsatisfied,,Very unsatisfied,Satisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,TRUE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,CIC,Army,TRUE,FALSE,TRUE,FALSE,,No trust at all,Quite a bit of trust,Little trust,A lot of trust,Once a month,,Never,FALSE,trying to forget,I solve my problems myself,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,12,N/A,N/A,,No,,N/A,Never,Same,Yes,In the market,Afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Malaysia,USA,very positive,TRUE
11625,Female,Unsatisfied,Very satisfied,,Very unsatisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Satisfied,Unsatisfied,"Social media (e.g. Facebook, Twitter, Instagram)",CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,N/A,A lot of trust,Once a month,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,N/A,,No,,N/A,Never,Same,Yes,In the streets,Very afraid,FALSE,,Very little,N/A,,FALSE,TRUE,FALSE,N/A,,FALSE,very scared,Can't imagine/I am not sure where I will be,Canada,Canada,positive,TRUE
11626,Female,Satisfied,Unsatisfied,,Very unsatisfied,Very satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,No trust at all,A lot of trust,Little trust,A lot of trust,Three times a month,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,No,I don't want to answer,,I don't want to answer,,Yes,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,TRUE,Very little,Yes,Yes,FALSE,TRUE,FALSE,Yes,Malaysia,FALSE,very scared,"Here, in the camp ",Canada,Canada,very positive,FALSE
11627,Female,Unsatisfied,Unsatisfied,,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,Yes,TRUE,Unsatisfied,Unsatisfied,Very unsatisfied,Unsatisfied,Friends and neighbours,CIC,"Army, Block Majhi",TRUE,TRUE,FALSE,FALSE,,Quite a bit of trust,A lot of trust,No trust at all,A lot of trust,Three times a month,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,I don't want to answer,,I don't want to answer,,Yes,A few times a month,Same,Yes,In the market,I don't have children - does not apply,TRUE,FALSE,Very little,Yes,No,FALSE,FALSE,FALSE,No,,TRUE,scared,Myanmar/Motherland,Australia,Canada,very positive,TRUE
11628,Female,Unsatisfied,Very satisfied,,Satisfied,Unsatisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very unsatisfied,Satisfied,Unsatisfied,Unsatisfied,"Social media (e.g. Facebook, Twitter, Instagram)",CIC,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Very comfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,No,,No,,I don't want to answer,A few times a year,Decreased a lot,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",USA,USA,positive,TRUE
11629,Female,Unsatisfied,Satisfied,,Very unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,FALSE,FALSE,,Little trust,A lot of trust,Little trust,A lot of trust,Never,,Never,FALSE,trying to forget,I ask for help,FALSE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,I don't want to answer,,No,,No,Never,Decreased a lot,I don't want to answer,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,FALSE,FALSE,No,,FALSE,very scared,Another (peaceful) place/country,Canada,Canada,very positive,TRUE
11630,Female,Satisfied,Satisfied,,Unsatisfied,Very satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",CIC,Block Majhi,TRUE,FALSE,FALSE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,No,,No,,I don't want to answer,Never,Decreased,I don't want to answer,,Not afraid,TRUE,FALSE,To a great extent,Yes,No,FALSE,FALSE,FALSE,No,,TRUE,scared,"Here, in the camp ",Saudi Arabia,Australia,positive,TRUE
11631,Female,Satisfied,Unsatisfied,,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Neighbour,TRUE,FALSE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Three times a month,,Never,TRUE,talking,I ask for help,TRUE,Uncomfortable,same-nothing has changed,FALSE,,,TRUE,15,Yes,I don't want to answer,,I don't want to answer,,Yes,A few times a month,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp ",USA,USA,very positive,TRUE
11632,Female,Unsatisfied,Unsatisfied,,Satisfied,Very satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,FALSE,FALSE,,Quite a bit of trust,A lot of trust,Little trust,A lot of trust,Never,,Never,TRUE,talking,I solve my problems myself,FALSE,Very uncomfortable,six months ago,FALSE,,,FALSE,,,No,,I don't want to answer,,I don't want to answer,Never,Decreased a lot,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,Yes,Malaysia,FALSE,very scared,Myanmar/Motherland,Canada,Canada,very positive,TRUE
11633,Female,Unsatisfied,Satisfied,,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,TRUE,TRUE,No,Quite a bit of trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,FALSE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a year,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,Yes,India,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,positive,TRUE
11634,Female,Unsatisfied,Satisfied,,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very unsatisfied,Satisfied,Satisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",CIC,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a year,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",Canada,Canada,very positive,TRUE
11635,Female,Satisfied,Satisfied,,Very unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Unsatisfied,Friends and neighbours,Neighbor,Block Majhi,TRUE,TRUE,TRUE,TRUE,No,Quite a bit of trust,Little trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,12,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,Never,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Australia,Australia,very positive,TRUE
11637,Female,Unsatisfied,Satisfied,,Very unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,FALSE,FALSE,,No trust at all,Quite a bit of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a month,Same,I don't want to answer,,Afraid,FALSE,,To a great extent,Yes,No,FALSE,FALSE,FALSE,No,,TRUE,scared,"Here, in the camp",Malaysia,Malaysia,positive,TRUE
11639,Female,Unsatisfied,Unsatisfied,,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Unsatisfied,Family,Block Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Quite a bit of trust,A lot of trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,six months ago,FALSE,,,FALSE,,,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a year,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp",Canada,Canada,neither positive nor negative,TRUE
11640,Female,Unsatisfied,Unsatisfied,,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Unsatisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,trying to forget,I solve my problems myself,FALSE,Comfortable enough,six months ago,FALSE,,,TRUE,3,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a week,Increased a lot,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,very positive,TRUE
11642,Female,Unsatisfied,Unsatisfied,,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Unsatisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Quite a bit of trust,A lot of trust,No trust at all,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,I don't want to answer,,I don't want to answer,,I don't want to answer,Never,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",UK,UK,positive,FALSE
11643,Female,Unsatisfied,Satisfied,,Satisfied,Satisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",CIC,Block Majhi,TRUE,FALSE,FALSE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,6,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,Never,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,Yes,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Canada,Canada,very positive,TRUE
11644,Female,Unsatisfied,Unsatisfied,,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Unsatisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Once a month,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,six months ago,FALSE,,,TRUE,4,Yes,I don't want to answer,,I don't want to answer,,Yes,A few times a month,Increased,Yes,In the streets,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",UK,Canada,very positive,TRUE
11645,Female,Unsatisfied,Satisfied,,Very unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Unsatisfied,Friends and neighbours,CIC,Block Majhi,TRUE,TRUE,TRUE,TRUE,No,Quite a bit of trust,Little trust,Little trust,A lot of trust,Three times a month,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a year,Same,I don't want to answer,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Australia,Australia,positive,FALSE
11646,Male,Unsatisfied,Unsatisfied,,Satisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,No,,N/A,,N/A,A few times a month,Same,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,FALSE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Saudi Arabia,"Canada, Saudi Arabia",positive,FALSE
11651,Male,Unsatisfied,Unsatisfied,,Unsatisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Block Majhi,FALSE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Once a week,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,20,TRUE,TRUE,15,Yes,No,,No,,N/A,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,TRUE,TRUE,TRUE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,USA,"Australia, USA",positive,FALSE
11656,Male,Very unsatisfied,Unsatisfied,,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Block Majhi,FALSE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Once a month,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,10,Yes,No,,N/A,,N/A,A few times a month,Same,I don't want to answer,,Very afraid,FALSE,,To a great extent,Yes,N/A,TRUE,TRUE,FALSE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Turkey,"Any Islamic country, Saudi Arabia, Turkey",positive,FALSE
11660,Male,Very unsatisfied,Unsatisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Block Majhi,FALSE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,20,Yes,No,,N/A,,N/A,A few times a month,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,N/A,TRUE,TRUE,TRUE,No,,FALSE,very scared,Can't imagine/I am not sure where I will be,Australia,"Australia, USA",positive,FALSE
11661,Male,Very unsatisfied,Unsatisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,Netherlands,Every few months,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,20,FALSE,FALSE,,,No,,No,,No,A few times a month,Increased,No,,Very afraid,FALSE,,Very little,Yes,No,FALSE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Turkey,USA,positive,FALSE
11662,Male,Very unsatisfied,Satisfied,,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,TRUE,20,TRUE,TRUE,10,Yes,I don't want to answer,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",USA,"Australia, Turkey, USA",positive,FALSE
11663,Male,Very unsatisfied,Satisfied,,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,No,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",USA,USA,positive,TRUE
11664,Male,Very unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,15,Yes,No,,I don't want to answer,,I don't want to answer,A few times a week,Increased,I don't want to answer,,Very afraid,FALSE,,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,Switzerland,Turkey,positive,TRUE
11665,Male,Very unsatisfied,Unsatisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,Little trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,trying to forget,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,No,,I don't want to answer,,No,A few times a month,Increased,No,,I don't have children - does not apply,FALSE,,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",USA,"Turkey, USA",positive,TRUE
