Row_ID,Sex,Is Satisfied with space allocated,Is satisfied with hygiene and sanitation,Is enough healthcare facilities,Is satisfied with the quality of healthcare,Is satisfied with the level of psychological support,Is satisfied with the level of social support,Able to exercise religion freely,Is satisfied with the no of religious facilities,Is enough educational opportunities (< 12 yrs),Are enough educational opportunities (12-18 yrs),Are enough educational opportunities (> 18 yrs),Is satisfied with the quality of education,Is satisfied with the no of job opportunities,Is satisfied with the income,Is satisfied with the overall help from NGOs,Enough good friends,Consider any Bangladeshis as friends,Believe Rohingya and Bangladeshis can be good friends,Have trust on the police/military/guards of camps in Bangladesh,Trust on the NGOs in the camp,Feel stressed or overwhelmed by situation,Talking about problems with others ,Solving problems alone or by asking others,Comfortable talking about problems with NGO workers,Is the situation in the camp is better now or 6 months ago,Smoke cigarettes?,Average cigarettes per day,Smoke before coming to Bangladesh,Chew betel nuts,How many betel nuts a day on average?,Chew before coming to Bangladesh,Ever seen any Rohingya use medicine or syrup often without needing it,Suspense any Rohingya in the camp who use drug,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Suspense any Rohingya in the camp who are involved in illegal activities,Hear people talking about violent groups in the camp,Thoughts on violence in the camp has changed over time,Thoughts on sexual harassment in the camp happens often,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,Will you return to Myanmar?,Do you think that repatriation to Myanmar will happen in the next two years?,Know any Rohingya who left Bangladesh in the last six months,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?
12064,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Canada, USA","Canada, USA",negative
12065,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,6,Yes,,No,,No,A few times a year,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp",USA,USA,negative
12066,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,TRUE,5,No,,No,,No,Never,Decreased,No,,I don't have children - does not apply,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp","Canada, USA","Canada, USA",negative
12068,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,TRUE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp","Australia, USA","Australia, Turkey",negative
12069,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Saudi Arabia, USA",Saudi Arabia,negative
12070,Male,Satisfied,Satisfied,TRUE,Very unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,6,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Turkey","Australia, Saudi Arabia, Turkey",negative
12071,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,now,TRUE,4,TRUE,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,Yes,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12072,Male,Unsatisfied,Satisfied,TRUE,Very unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,neither positive nor negative
12073,Male,Unsatisfied,Satisfied,TRUE,Very unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12074,Male,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12075,Male,Unsatisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Malaysia,"Malaysia, Saudi Arabia",negative
12076,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,Depends on what the government will decide,Malaysia,Malaysia,negative
12077,Male,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,TRUE,10,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Australia, Canada","Australia, Canada",negative
12078,Male,Unsatisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Australia, Malaysia","Australia, Saudi Arabia",negative
12079,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Saudi Arabia",Saudi Arabia,neither positive nor negative
12080,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12081,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,I don't have children - does not apply,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Canada","Canada, Turkey",negative
12082,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Canada, USA","Canada, Saudi Arabia",negative
12083,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12084,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12085,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12086,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12087,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12088,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative
12092,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,USA,positive
12093,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Very unsatisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a month,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Turkey,positive
12094,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,10,FALSE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,Australia,positive
12095,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,8,TRUE,TRUE,20,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Canada,USA,positive
12096,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,15,Yes,,No,,No,A few times a month,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Turkey,Turkey,positive
12097,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,Myanmar/Motherland,Canada,USA,positive
12098,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Turkey,positive
12099,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the market,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Canada,USA,positive
12100,Male,Unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,5,Yes,,No,,No,A few times a week,Increased a lot,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Australia,Turkey,positive
12101,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a week,Increased,Yes,In the streets,I don't have children - does not apply,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",I don't want to go anywhere else.,USA,positive
12102,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,15,FALSE,TRUE,20,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Turkey,positive
12103,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a month,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Australia,positive
12104,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,15,FALSE,TRUE,20,Yes,,No,,No,A few times a month,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,neither scared nor not scared,"Here, in the camp",USA,Turkey,positive
12105,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Canada,positive
12106,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,FALSE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,Myanmar/Motherland,Australia,Turkey,positive
12107,Male,Very unsatisfied,Unsatisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,10,FALSE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Turkey,USA,positive
12108,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,15,TRUE,TRUE,20,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,neither scared nor not scared,"Here, in the camp",USA,Canada,positive
12109,Female,Unsatisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Afraid,TRUE,FALSE,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,I don't know about the majority,neither positive nor negative
12110,Female,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,Yes,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,FALSE,FALSE,No,,FALSE,scared,"Here, in the camp",USA,USA,positive
12111,Female,Unsatisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Afraid,TRUE,FALSE,Very little,Yes,Yes,FALSE,FALSE,FALSE,No,,TRUE,not scared,Bhasan Char,Turkey,Turkey,positive
12112,Female,Satisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,trying to forget,I solve my problems myself,Very comfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,FALSE,FALSE,No,,TRUE,not scared,Another (peaceful) place/country,Canada,Canada,very positive
12113,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,I don't want to answer,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,FALSE,FALSE,No,,FALSE,not scared,"Here, in the camp",No reply/No comment,I don't know about the majority,neither positive nor negative
